['INFO ]2023-06-23 23:23:41,568(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Loading Config file
['INFO ]2023-06-23 23:24:21,817(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User redirected to Practice Questions
['INFO ]2023-06-23 23:24:21,822(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is : Practice Questions
['INFO ]2023-06-23 23:24:21,957(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User clicks on Graph Get started button------------------
['INFO ]2023-06-23 23:24:22,132(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User is on Graph Page------------------
['INFO ]2023-06-23 23:24:22,156(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User is on Graph Data Structure Page----------------
['INFO ]2023-06-23 23:24:22,156(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User clicks on Graph link in Graph Page-------------------
['INFO ]2023-06-23 23:24:22,298(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User is re-directed to Graphlink of Graph Page--------------
['INFO ]2023-06-23 23:24:22,307(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User is on Graph link of Graph Page-----------------
['INFO ]2023-06-23 23:24:22,307(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User clicks on Try here button-------------
['INFO ]2023-06-23 23:24:22,501(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------------User is re-directed to tryEditor Page--------------
['INFO ]2023-06-23 23:24:22,509(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------User is on tryEditor Page-------------
['INFO ]2023-06-23 23:24:22,510(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User enters Valid Python code--------------
['INFO ]2023-06-23 23:24:22,592(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------clicks on Run button-----------------
['INFO ]2023-06-23 23:24:22,629(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is presented with the Result-------------
['INFO ]2023-06-23 23:24:22,656(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------User is on graph Page-------------
['INFO ]2023-06-23 23:24:22,761(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------User is NAVIGATED TO graph Page-------------
['INFO ]2023-06-23 23:24:22,762(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User clicks on  Graph Representations link--------
['INFO ]2023-06-23 23:24:22,967(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------User is navigated to Graph Representations Page---------------
['INFO ]2023-06-23 23:24:22,975(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------User is on Graph Representations Page---------------
['INFO ]2023-06-23 23:24:22,975(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------User clicks on Practice Questions link----------------
['INFO ]2023-06-23 23:24:23,169(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------------User is re-directed to tryEditor Page--------------
['INFO ]2023-06-23 23:24:23,178(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------User is on tryEditor Page-------------
['INFO ]2023-06-23 23:24:23,179(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------User clicks on  Graph Representations link------
['INFO ]2023-06-23 23:24:23,270(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------clicks on Run button-----------------
['INFO ]2023-06-23 23:24:23,309(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User is presented with Error Message-----------------
['INFO ]2023-06-23 23:24:23,317(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The Error Message is:SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:23,328(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------User is on Graph Representations Page---------------
['INFO ]2023-06-23 23:24:23,329(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------User clicks on Practice Questions link--------------
['INFO ]2023-06-23 23:24:23,426(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------User is navigated to Practice Questions Page--------------
['INFO ]2023-06-23 23:24:23,432(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Closing Driver
